200,0.646853693
210,0.646853693
220,0.646853693
230,0.646853693
240,0.646853693
250,0.646853693
260,0.646853693
270,0.646853693
280,0.646853693
290,0.646853693
300,0.646853693
310,0.646865157
320,0.646874848
330,0.646883809
340,0.646892016
350,0.646898091
360,0.646900764
370,0.646979108
380,0.647632308
390,0.649818602
400,0.654204203
410,0.661461887
420,0.672745881
430,0.686727124
440,0.704505594
450,0.723032759
460,0.743500834
470,0.766119709
480,0.783609558
490,0.801342713
500,0.816561947
510,0.831184043
520,0.841245822
530,0.852419753
540,0.862240767
550,0.870585948
560,0.878442468
570,0.88441304
580,0.890111959
590,0.89510255
600,0.899479336
610,0.903458154
620,0.90677568
630,0.909444989
640,0.911689413
650,0.913665019
660,0.915284343
670,0.916310068
680,0.91681816
690,0.916906415
700,0.916555188
710,0.915824824
720,0.914825039
730,0.913243022
740,0.911025167
750,0.908002261
760,0.904326843
770,0.900500901
780,0.895742253
790,0.890384858
800,0.884144335
810,0.876806704
820,0.868708757
830,0.860110741
840,0.850529154
850,0.839036965
860,0.825355042
870,0.810896401
880,0.792956588
890,0.775197106
900,0.755507975
910,0.733832107
920,0.709351164
930,0.681694947
940,0.651678631
950,0.616676979
960,0.579060344
970,0.539569608
980,0.496617666
990,0.448964547
1000,0.396782457
1010,0.343925468
1020,0.289878417
1030,0.235422923
1040,0.186733233
1050,0.141635168
1060,0.100697924
1070,0.074514364
1080,0.058653731
1090,0.045049448
1100,0.033903856
1110,0.0263405
1120,0.019633488
1130,0.01479108
1140,0.009905035
1150,0.006754831
1160,0.004181885
1170,0.002194467
1180,0.000649274
1190,0.000359692
1200,0.00021984
